Name	n_genes	gene_ids
TALONT000605487	1	ENSG00000213614
TALONT000605507	1	ENSG00000213614
TALONT000605526	1	ENSG00000213614
TALONT000605620	1	ENSG00000241484
TALONT000605908	1	ENSG00000213614
TALONT000606043	1	ENSG00000241484
TALONT000606108	1	ENSG00000241484
TALONT000606316	1	ENSG00000241484
TALONT000606805	1	ENSG00000213390
TALONT000606901	1	ENSG00000213390
TALONT000606923	1	ENSG00000213390
TALONT000612753	1	ENSG00000247596
TALONT000612798	1	ENSG00000247596
TALONT000612808	1	ENSG00000247596
TALONT000612814	1	ENSG00000247596
TALONT000612841	1	ENSG00000247596
TALONT000612858	1	ENSG00000247596
TALONT000612866	1	ENSG00000247596
TALONT000612957	1	ENSG00000247596
TALONT000612969	1	ENSG00000247596
TALONT000613061	1	ENSG00000247596
TALONT000613131	1	ENSG00000247596
TALONT000613736	1	ENSG00000247596
TALONT000613867	1	ENSG00000247596
TALONT000614543	1	ENSG00000247596
TALONT000615697	1	ENSG00000089820
TALONT000615698	1	ENSG00000089820
TALONT000615699	1	ENSG00000089820
TALONT000615750	1	ENSG00000089820
TALONT000615787	1	ENSG00000089820
TALONT000615789	1	ENSG00000089820
TALONT000615815	1	ENSG00000089820
TALONT000615856	1	ENSG00000089820
TALONT000615863	1	ENSG00000089820
TALONT000615866	1	ENSG00000089820
TALONT000615906	1	ENSG00000089820
TALONT000615911	1	ENSG00000089820
TALONT000616048	1	ENSG00000089820
TALONT000616063	1	ENSG00000089820
TALONT000616356	1	ENSG00000089820
TALONT000620141	1	ENSG00000140506
TALONT000622133	1	ENSG00000198894
TALONT000622267	1	ENSG00000198894
TALONT000623691	1	ENSG00000162430
TALONT000623704	1	ENSG00000162430
TALONT000623765	1	ENSG00000117640
TALONT000623775	1	ENSG00000117640
TALONT000623885	1	ENSG00000117640
TALONT000623950	1	ENSG00000117640
TALONT000624030	1	ENSG00000117640
TALONT000624118	1	ENSG00000155252
TALONT000624157	1	ENSG00000155252
TALONT000624744	1	ENSG00000144043
TALONT000624750	1	ENSG00000144043
TALONT000624906	1	ENSG00000117640
TALONT000624920	1	ENSG00000117640
TALONT000624982	1	ENSG00000117640
TALONT000625071	1	ENSG00000117640
TALONT000625105	1	ENSG00000117640
TALONT000627305	1	ENSG00000132207
TALONT000627367	1	ENSG00000132207
TALONT000628587	1	ENSG00000261052
TALONT000628708	1	ENSG00000261052
TALONT000632558	1	ENSG00000157224
TALONT000632769	1	ENSG00000055955
TALONT000632787	1	ENSG00000272573
TALONT000632827	1	ENSG00000157224
TALONT000633124	1	ENSG00000213533
TALONT000633175	1	ENSG00000213533
TALONT000633552	1	ENSG00000163935
TALONT000633711	1	ENSG00000163935
TALONT000633719	1	ENSG00000163935
TALONT000633790	1	ENSG00000163935
TALONT000634328	1	ENSG00000163933
TALONT000634355	1	ENSG00000163933
TALONT000634369	1	ENSG00000163933
TALONT000634376	1	ENSG00000163933
TALONT000634500	1	ENSG00000163933
TALONT000634709	1	ENSG00000169371
TALONT000634755	1	ENSG00000169371
TALONT000634832	1	ENSG00000169371
TALONT000634879	1	ENSG00000169371
TALONT000634998	1	ENSG00000169371
TALONT000635264	1	ENSG00000001630
TALONT000635353	1	ENSG00000001630
TALONT000635393	1	ENSG00000001630
TALONT000635505	1	ENSG00000001630
TALONT000635794	1	ENSG00000001630
TALONT000636010	1	ENSG00000085872
TALONT000636028	1	ENSG00000085872
TALONT000636035	1	ENSG00000085872
TALONT000636067	1	ENSG00000085872
TALONT000636080	1	ENSG00000085872
TALONT000636131	1	ENSG00000085872
TALONT000636136	1	ENSG00000085872
TALONT000636219	1	ENSG00000085872
TALONT000636264	1	ENSG00000001630
TALONT000636576	1	ENSG00000053254
TALONT000636599	1	ENSG00000053254
TALONT000636610	1	ENSG00000053254
TALONT000636631	1	ENSG00000053254
TALONT000636747	1	ENSG00000080603
TALONT000636819	1	ENSG00000014919
TALONT000636852	1	ENSG00000281991
TALONT000636867	1	ENSG00000014919
TALONT000636980	1	ENSG00000014919
TALONT000637052	1	ENSG00000053254
TALONT000637365	1	ENSG00000214046
TALONT000637494	1	ENSG00000156873
TALONT000637495	1	ENSG00000156873
TALONT000637497	1	ENSG00000156873
TALONT000637508	1	ENSG00000156873
TALONT000637511	1	ENSG00000156873
TALONT000637583	1	ENSG00000001630
TALONT000637622	1	ENSG00000156873
TALONT000637669	1	ENSG00000214046
TALONT000637713	1	ENSG00000001631
TALONT000637725	1	ENSG00000001631
TALONT000637768	1	ENSG00000001631
TALONT000637792	1	ENSG00000156873
TALONT000637799	1	ENSG00000001631
TALONT000637970	1	ENSG00000001631
TALONT000638355	1	ENSG00000156873
TALONT000640815	1	ENSG00000205560
TALONT000640830	1	ENSG00000205560
TALONT000640835	1	ENSG00000205560
TALONT000640845	1	ENSG00000205560
TALONT000640849	1	ENSG00000205560
TALONT000640856	1	ENSG00000205560
TALONT000640865	1	ENSG00000205560
TALONT000640867	1	ENSG00000205560
TALONT000640871	1	ENSG00000205560
TALONT000640877	1	ENSG00000205560
TALONT000640883	1	ENSG00000205560
TALONT000640899	1	ENSG00000205560
TALONT000640903	1	ENSG00000205560
TALONT000640921	1	ENSG00000205560
TALONT000640969	1	ENSG00000205560
TALONT000640973	1	ENSG00000205560
TALONT000640978	1	ENSG00000205560
TALONT000640982	1	ENSG00000205560
TALONT000641059	1	ENSG00000205560
TALONT000641126	1	ENSG00000205560
TALONT000641650	1	ENSG00000205560
TALONT000641879	1	ENSG00000205560
TALONT000641890	1	ENSG00000205560
TALONT000641902	1	ENSG00000175938
TALONT000641993	1	ENSG00000205560
TALONT000642077	1	ENSG00000205560
TALONT000642354	1	ENSG00000205560
TALONT000642361	1	ENSG00000205560
TALONT000642940	1	ENSG00000281398
TALONT000642974	1	ENSG00000205560
TALONT000643058	1	ENSG00000015479
TALONT000643062	1	ENSG00000015479
TALONT000643069	1	ENSG00000015479
TALONT000643076	1	ENSG00000015479
TALONT000643080	1	ENSG00000015479
TALONT000643086	1	ENSG00000015479
TALONT000643090	1	ENSG00000015479
TALONT000643114	1	ENSG00000015479
TALONT000643137	1	ENSG00000015479
TALONT000643221	1	ENSG00000015479
TALONT000643245	1	ENSG00000100288
TALONT000643249	1	ENSG00000100288
TALONT000643250	1	ENSG00000015479
TALONT000643252	1	ENSG00000100288
TALONT000643267	1	ENSG00000100288
TALONT000643268	1	ENSG00000100288
TALONT000643275	1	ENSG00000015479
TALONT000643291	1	ENSG00000015479
TALONT000643311	1	ENSG00000100288
TALONT000643313	1	ENSG00000100288
TALONT000643316	1	ENSG00000015479
TALONT000643319	1	ENSG00000100288
TALONT000643341	1	ENSG00000100288
TALONT000643343	1	ENSG00000015479
TALONT000643349	1	ENSG00000100288
TALONT000643354	1	ENSG00000100288
TALONT000643379	1	ENSG00000015479
TALONT000643422	1	ENSG00000015479
TALONT000643438	1	ENSG00000015479
TALONT000643451	1	ENSG00000015479
TALONT000643457	1	ENSG00000015479
TALONT000643472	1	ENSG00000100288
TALONT000643475	1	ENSG00000015479
TALONT000643479	1	ENSG00000105393
TALONT000643517	1	ENSG00000105393
TALONT000643531	1	ENSG00000105393
TALONT000643537	1	ENSG00000100288
TALONT000643557	1	ENSG00000100288
TALONT000643565	1	ENSG00000105393
TALONT000643582	1	ENSG00000167397
TALONT000643588	1	ENSG00000105393
TALONT000643590	1	ENSG00000167397
TALONT000643595	1	ENSG00000105393
TALONT000643610	1	ENSG00000105393
TALONT000643650	1	ENSG00000015479
TALONT000643663	1	ENSG00000105393
TALONT000643717	1	ENSG00000105393
TALONT000643883	1	ENSG00000015479
TALONT000643908	1	ENSG00000015479
TALONT000645098	1	ENSG00000105393
TALONT000645140	1	ENSG00000160117
TALONT000645141	1	ENSG00000160117
TALONT000645181	1	ENSG00000160117
TALONT000645198	1	ENSG00000160117
TALONT000645261	1	ENSG00000160117
TALONT000645271	1	ENSG00000160117
TALONT000645367	1	ENSG00000015479
TALONT000646057	1	ENSG00000015479
TALONT000646155	1	ENSG00000166136
TALONT000646156	1	ENSG00000166136
TALONT000646174	1	ENSG00000166136
TALONT000646230	1	ENSG00000015479
TALONT000646255	1	ENSG00000166136
TALONT000646273	1	ENSG00000166136
TALONT000646303	1	ENSG00000015479
TALONT000646304	1	ENSG00000015479
TALONT000646325	1	ENSG00000015479
TALONT000646467	1	ENSG00000015479
TALONT000646552	1	ENSG00000015479
TALONT000646860	1	ENSG00000015479
TALONT000646943	1	ENSG00000106992
TALONT000646966	1	ENSG00000106992
TALONT000646969	1	ENSG00000015479
TALONT000646979	1	ENSG00000106992
TALONT000646980	1	ENSG00000106992
TALONT000646987	1	ENSG00000015479
TALONT000646996	1	ENSG00000015479
TALONT000647004	1	ENSG00000106992
TALONT000647065	1	ENSG00000106992
TALONT000647069	1	ENSG00000015479
TALONT000647083	1	ENSG00000106992
TALONT000647086	1	ENSG00000106992
TALONT000647271	1	ENSG00000015479
TALONT000647281	1	ENSG00000015479
TALONT000647291	1	ENSG00000015479
TALONT000647297	1	ENSG00000015479
TALONT000647312	1	ENSG00000015479
TALONT000647328	1	ENSG00000015479
TALONT000647341	1	ENSG00000015479
TALONT000647351	1	ENSG00000015479
TALONT000647387	1	ENSG00000015479
TALONT000647389	1	ENSG00000015479
TALONT000647810	1	ENSG00000106992
TALONT000648451	1	ENSG00000160408
TALONT000648453	1	ENSG00000160408
TALONT000648460	1	ENSG00000160408
TALONT000648473	1	ENSG00000160408
TALONT000648477	1	ENSG00000160408
TALONT000648490	1	ENSG00000160408
TALONT000648491	1	ENSG00000160408
TALONT000648534	1	ENSG00000160408
TALONT000648539	1	ENSG00000160408
TALONT000648590	1	ENSG00000160408
TALONT000648625	1	ENSG00000160408
TALONT000648661	1	ENSG00000160408
TALONT000648677	1	ENSG00000160408
TALONT000648762	1	ENSG00000160408
TALONT000648839	1	ENSG00000188051
TALONT000648921	1	ENSG00000160408
TALONT000649252	1	ENSG00000160408
TALONT000649257	1	ENSG00000160408
TALONT000650448	1	ENSG00000249751
TALONT000650497	1	ENSG00000249751
TALONT000650498	1	ENSG00000249751
TALONT000650509	1	ENSG00000249751
TALONT000650530	1	ENSG00000249751
TALONT000650582	1	ENSG00000249751
TALONT000650666	1	ENSG00000249751
TALONT000651498	1	ENSG00000204843
TALONT000651515	1	ENSG00000204843
TALONT000651527	1	ENSG00000204843
TALONT000651551	1	ENSG00000204843
TALONT000651557	1	ENSG00000204843
TALONT000651592	1	ENSG00000204843
TALONT000651595	1	ENSG00000204843
TALONT000651606	1	ENSG00000204843
TALONT000651641	1	ENSG00000204843
TALONT000651680	1	ENSG00000204843
TALONT000651724	1	ENSG00000204843
TALONT000651733	1	ENSG00000204843
TALONT000651746	1	ENSG00000204843
TALONT000651856	1	ENSG00000204843
TALONT000651882	1	ENSG00000204843
TALONT000651947	1	ENSG00000204843
TALONT000651989	1	ENSG00000204843
TALONT000652111	1	ENSG00000204843
TALONT000652154	1	ENSG00000204843
TALONT000652170	1	ENSG00000204843
TALONT000652236	1	ENSG00000204843
TALONT000652248	1	ENSG00000204843
TALONT000652251	1	ENSG00000204843
TALONT000652383	1	ENSG00000204843
TALONT000652412	1	ENSG00000204843
TALONT000652537	1	ENSG00000070669
TALONT000652556	1	ENSG00000070669
TALONT000652560	1	ENSG00000070669
TALONT000652564	1	ENSG00000204843
TALONT000652587	1	ENSG00000070669
TALONT000652604	1	ENSG00000070669
TALONT000652639	1	ENSG00000070669
TALONT000652665	1	ENSG00000070669
TALONT000652683	1	ENSG00000204843
TALONT000652685	1	ENSG00000204843
TALONT000652697	1	ENSG00000204843
TALONT000653044	1	ENSG00000204843
TALONT000653270	1	ENSG00000204843
TALONT000654074	1	ENSG00000070669
TALONT000654354	1	ENSG00000243554
TALONT000654365	1	ENSG00000243554
TALONT000654487	1	ENSG00000243554
TALONT000654527	1	ENSG00000243554
TALONT000657636	1	ENSG00000241685
TALONT000657763	1	ENSG00000241685
TALONT000657827	1	ENSG00000241685
TALONT000657845	1	ENSG00000115274
TALONT000657848	1	ENSG00000241685
TALONT000657899	1	ENSG00000239779
TALONT000657930	1	ENSG00000239779
TALONT000658036	1	ENSG00000241685
TALONT000658089	1	ENSG00000239779
TALONT000658211	1	ENSG00000241685
TALONT000658375	1	ENSG00000241685
TALONT000658400	1	ENSG00000239779
TALONT000658705	1	ENSG00000131503
TALONT000658707	1	ENSG00000241685
TALONT000658808	1	ENSG00000131503
TALONT000659015	1	ENSG00000124334
TALONT000659711	1	ENSG00000136371
TALONT000659964	1	ENSG00000241685
TALONT000659995	1	ENSG00000241685
TALONT000660014	1	ENSG00000241685
TALONT000660088	1	ENSG00000241685
TALONT000660332	1	ENSG00000131503
TALONT000660348	1	ENSG00000131503
TALONT000660359	1	ENSG00000131503
TALONT000660401	1	ENSG00000180953
TALONT000660433	1	ENSG00000180953
TALONT000660493	1	ENSG00000130429
TALONT000660523	1	ENSG00000130429
TALONT000660584	1	ENSG00000131503
TALONT000660981	1	ENSG00000012963
TALONT000661958	1	ENSG00000113108
TALONT000662292	1	ENSG00000113108
TALONT000663022	1	ENSG00000130429
TALONT000663146	1	ENSG00000130429
TALONT000664615	1	ENSG00000105647
TALONT000665250	1	ENSG00000105647
TALONT000665258	1	ENSG00000105647
TALONT000665272	1	ENSG00000105647
TALONT000665288	1	ENSG00000105647
TALONT000665417	1	ENSG00000216490
TALONT000665438	1	ENSG00000216490
TALONT000665489	1	ENSG00000216490
TALONT000665525	1	ENSG00000216490
TALONT000665548	1	ENSG00000216490
TALONT000665570	1	ENSG00000216490
TALONT000665662	1	ENSG00000216490
TALONT000665664	1	ENSG00000216490
TALONT000665673	1	ENSG00000216490
TALONT000668026	1	ENSG00000241468
TALONT000668133	1	ENSG00000197978
TALONT000668505	1	ENSG00000182774
TALONT000668511	1	ENSG00000182774
TALONT000668544	1	ENSG00000182774
TALONT000668938	1	ENSG00000241468
TALONT000669640	1	ENSG00000214435
TALONT000669646	1	ENSG00000214435
TALONT000671585	1	ENSG00000197343
TALONT000672173	1	ENSG00000197343
TALONT000672229	1	ENSG00000197343
TALONT000674770	1	ENSG00000214575
TALONT000675410	1	ENSG00000196136
TALONT000675451	1	ENSG00000196136
TALONT000675473	1	ENSG00000196136
TALONT000675516	1	ENSG00000196136
TALONT000675553	1	ENSG00000196136
TALONT000676175	1	ENSG00000196136
TALONT000676447	1	ENSG00000175287
TALONT000676464	1	ENSG00000175287
TALONT000676489	1	ENSG00000175287
TALONT000676580	1	ENSG00000175287
TALONT000676626	1	ENSG00000175287
TALONT000677056	1	ENSG00000095319
TALONT000677064	1	ENSG00000095319
TALONT000677098	1	ENSG00000196136
TALONT000677143	1	ENSG00000196136
TALONT000677260	1	ENSG00000095319
TALONT000677434	1	ENSG00000196136
TALONT000677650	1	ENSG00000095319
TALONT000678425	1	ENSG00000073584
TALONT000678442	1	ENSG00000073584
TALONT000678453	1	ENSG00000073584
TALONT000679744	1	ENSG00000114861
TALONT000679773	1	ENSG00000168398
TALONT000680611	1	ENSG00000073584
TALONT000680902	1	ENSG00000213424
TALONT000681068	1	ENSG00000163412
TALONT000681413	1	ENSG00000163412
TALONT000684706	1	ENSG00000105669
TALONT000684724	1	ENSG00000105669
TALONT000684730	1	ENSG00000105669
TALONT000684740	1	ENSG00000105669
TALONT000684807	1	ENSG00000105669
TALONT000685199	1	ENSG00000105669
TALONT000685350	1	ENSG00000105669
TALONT000686282	1	ENSG00000105669
TALONT000687453	1	ENSG00000259494
TALONT000687474	1	ENSG00000259494
TALONT000689905	1	ENSG00000121716
TALONT000689941	1	ENSG00000105669
TALONT000689999	1	ENSG00000121716
TALONT000690022	1	ENSG00000121716
TALONT000690057	1	ENSG00000121716
TALONT000690757	1	ENSG00000051128
TALONT000690793	1	ENSG00000051128
TALONT000690808	1	ENSG00000051128
TALONT000691087	1	ENSG00000051128
TALONT000691522	1	ENSG00000091009
TALONT000691524	1	ENSG00000091009
TALONT000691564	1	ENSG00000091009
TALONT000691597	1	ENSG00000091009
TALONT000692141	1	ENSG00000077454
TALONT000692143	1	ENSG00000077454
TALONT000692254	1	ENSG00000077454
TALONT000692551	1	ENSG00000077454
TALONT000692557	1	ENSG00000077454
TALONT000692796	1	ENSG00000077454
TALONT000694697	1	ENSG00000214548
TALONT000694710	1	ENSG00000214548
TALONT000694719	1	ENSG00000214548
TALONT000694733	1	ENSG00000214548
TALONT000694760	1	ENSG00000214548
TALONT000694789	1	ENSG00000214548
TALONT000694868	1	ENSG00000214548
TALONT000694893	1	ENSG00000080822
TALONT000694971	1	ENSG00000080822
TALONT000694982	1	ENSG00000214548
TALONT000694995	1	ENSG00000214548
TALONT000695069	1	ENSG00000214548
TALONT000695099	1	ENSG00000214548
TALONT000695111	1	ENSG00000080822
TALONT000695454	1	ENSG00000214548
TALONT000695465	1	ENSG00000214548
TALONT000695475	1	ENSG00000214548
TALONT000695500	1	ENSG00000214548
TALONT000695550	1	ENSG00000214548
TALONT000696139	1	ENSG00000214548
TALONT000696161	1	ENSG00000214548
TALONT000696198	1	ENSG00000214548
TALONT000696203	1	ENSG00000214548
TALONT000696221	1	ENSG00000214548
TALONT000696222	1	ENSG00000214548
TALONT000696224	1	ENSG00000214548
TALONT000696226	1	ENSG00000214548
TALONT000696288	1	ENSG00000214548
TALONT000696295	1	ENSG00000214548
TALONT000696305	1	ENSG00000214548
TALONT000696307	1	ENSG00000214548
TALONT000696323	1	ENSG00000214548
TALONT000696327	1	ENSG00000214548
TALONT000697076	1	ENSG00000254901
TALONT000697253	1	ENSG00000157823
TALONT000697341	1	ENSG00000157823
TALONT000697538	1	ENSG00000157823
TALONT000698471	1	ENSG00000187664
TALONT000698479	1	ENSG00000187664
TALONT000698664	1	ENSG00000142910
TALONT000698699	1	ENSG00000142910
TALONT000698784	1	ENSG00000242498
TALONT000698802	1	ENSG00000142910
TALONT000698828	1	ENSG00000142910
TALONT000698884	1	ENSG00000142910
TALONT000698898	1	ENSG00000142910
TALONT000699151	1	ENSG00000142910
TALONT000699364	1	ENSG00000142910
TALONT000699435	1	ENSG00000142910
TALONT000700220	1	ENSG00000142910
TALONT000700321	1	ENSG00000142910
TALONT000700910	1	ENSG00000186010
TALONT000700966	1	ENSG00000186010
TALONT000701076	1	ENSG00000186010
TALONT000701293	1	ENSG00000186010
TALONT000701792	1	ENSG00000142910
TALONT000701864	1	ENSG00000142910
TALONT000702260	1	ENSG00000186010
TALONT000703127	1	ENSG00000182768
TALONT000703209	1	ENSG00000182768
TALONT000703423	1	ENSG00000186010
TALONT000703439	1	ENSG00000186010
TALONT000703463	1	ENSG00000250067
TALONT000703547	1	ENSG00000250067
TALONT000703717	1	ENSG00000250067
TALONT000704001	1	ENSG00000160271
TALONT000704020	1	ENSG00000160271
TALONT000704025	1	ENSG00000160271
TALONT000704063	1	ENSG00000160271
TALONT000704203	1	ENSG00000160271
TALONT000704314	1	ENSG00000160271
TALONT000704665	1	ENSG00000160271
TALONT000704801	1	ENSG00000148288
TALONT000705833	1	ENSG00000205352
TALONT000705852	1	ENSG00000205352
TALONT000706731	1	ENSG00000205352
TALONT000707101	1	ENSG00000197111
TALONT000707129	1	ENSG00000197111
TALONT000707147	1	ENSG00000197111
TALONT000707182	1	ENSG00000197111
TALONT000707203	1	ENSG00000197111
TALONT000707235	1	ENSG00000197111
TALONT000707270	1	ENSG00000197111
TALONT000707301	1	ENSG00000197111
TALONT000707329	1	ENSG00000197111
TALONT000707349	1	ENSG00000197111
TALONT000707408	1	ENSG00000197111
TALONT000707724	1	ENSG00000197111
TALONT000707824	1	ENSG00000197111
TALONT000708242	1	ENSG00000197111
TALONT000708245	1	ENSG00000197111
TALONT000708275	1	ENSG00000197111
TALONT000708276	1	ENSG00000197111
TALONT000708277	1	ENSG00000197111
TALONT000708279	1	ENSG00000197111
TALONT000708281	1	ENSG00000197111
TALONT000708287	1	ENSG00000197111
TALONT000708292	1	ENSG00000197111
TALONT000708295	1	ENSG00000197111
TALONT000708302	1	ENSG00000197111
TALONT000708305	1	ENSG00000197111
TALONT000708411	1	ENSG00000197111
TALONT000708552	1	ENSG00000197111
TALONT000708553	1	ENSG00000197111
TALONT000708554	1	ENSG00000197111
TALONT000708603	1	ENSG00000197111
TALONT000708669	1	ENSG00000197111
TALONT000708671	1	ENSG00000197111
TALONT000708678	1	ENSG00000197111
TALONT000708766	1	ENSG00000197111
TALONT000708767	1	ENSG00000197111
TALONT000708778	1	ENSG00000197111
TALONT000711728	1	ENSG00000237440
TALONT000711787	1	ENSG00000188171
TALONT000713553	1	ENSG00000198901
TALONT000713571	1	ENSG00000198901
TALONT000713577	1	ENSG00000198901
TALONT000713592	1	ENSG00000198901
TALONT000713610	1	ENSG00000198901
TALONT000713612	1	ENSG00000198901
TALONT000713624	1	ENSG00000198901
TALONT000713664	1	ENSG00000198901
TALONT000713676	1	ENSG00000198901
TALONT000713678	1	ENSG00000198901
TALONT000713777	1	ENSG00000198901
TALONT000713786	1	ENSG00000198901
TALONT000713795	1	ENSG00000198901
TALONT000713830	1	ENSG00000196268
TALONT000713965	1	ENSG00000198901
TALONT000714010	1	ENSG00000198901
TALONT000714103	1	ENSG00000198901
TALONT000714847	1	ENSG00000198901
TALONT000714950	1	ENSG00000184056
TALONT000715619	1	ENSG00000105808
TALONT000715634	1	ENSG00000105808
TALONT000715648	1	ENSG00000105808
TALONT000715651	1	ENSG00000105808
TALONT000715661	1	ENSG00000105808
TALONT000715683	1	ENSG00000105808
TALONT000715741	1	ENSG00000105808
TALONT000716019	1	ENSG00000267368
TALONT000716071	1	ENSG00000267368
TALONT000716085	1	ENSG00000267368
TALONT000716419	1	ENSG00000267368
TALONT000716683	1	ENSG00000272888
TALONT000717033	1	ENSG00000272888
TALONT000717109	1	ENSG00000173575
TALONT000717123	1	ENSG00000173575
TALONT000717195	1	ENSG00000173575
TALONT000717582	1	ENSG00000173575
TALONT000720105	1	ENSG00000166548
TALONT000720293	1	ENSG00000217555
TALONT000720931	1	ENSG00000217555
TALONT000723413	1	ENSG00000256053
TALONT000724145	1	ENSG00000256053
TALONT000724274	1	ENSG00000126214
TALONT000724276	1	ENSG00000126214
TALONT000724283	1	ENSG00000126214
TALONT000724300	1	ENSG00000126214
TALONT000724308	1	ENSG00000126214
TALONT000724329	1	ENSG00000126214
TALONT000724335	1	ENSG00000126214
TALONT000724359	1	ENSG00000126214
TALONT000724366	1	ENSG00000126214
TALONT000724402	1	ENSG00000126214
TALONT000724435	1	ENSG00000126214
TALONT000724524	1	ENSG00000126214
TALONT000724546	1	ENSG00000126214
TALONT000724580	1	ENSG00000126214
TALONT000724637	1	ENSG00000126214
TALONT000724795	1	ENSG00000184254
TALONT000724927	1	ENSG00000184254
TALONT000724937	1	ENSG00000184254
TALONT000725064	1	ENSG00000184254
TALONT000725138	1	ENSG00000184254
TALONT000725510	1	ENSG00000126214
TALONT000725601	1	ENSG00000126214
TALONT000725608	1	ENSG00000126214
TALONT000725611	1	ENSG00000126214
TALONT000725623	1	ENSG00000126214
TALONT000725629	1	ENSG00000126214
TALONT000725742	1	ENSG00000126214
TALONT000725773	1	ENSG00000126214
TALONT000725783	1	ENSG00000126214
TALONT000727121	1	ENSG00000184254
TALONT000727536	1	ENSG00000172831
TALONT000727570	1	ENSG00000172831
TALONT000728671	1	ENSG00000172831
TALONT000728734	1	ENSG00000172831
TALONT000728973	1	ENSG00000115561
TALONT000729053	1	ENSG00000115561
TALONT000729199	1	ENSG00000115561
TALONT000729596	1	ENSG00000115561
TALONT000729601	1	ENSG00000115561
TALONT000731397	1	ENSG00000222041
TALONT000731742	1	ENSG00000102878
TALONT000731817	1	ENSG00000102878
TALONT000731912	1	ENSG00000102878
TALONT000731946	1	ENSG00000102878
TALONT000732916	1	ENSG00000135441
TALONT000734869	1	ENSG00000105220
TALONT000734871	1	ENSG00000105220
TALONT000734964	1	ENSG00000105220
TALONT000735015	1	ENSG00000105220
TALONT000735091	1	ENSG00000105220
TALONT000735216	1	ENSG00000163611
TALONT000735272	1	ENSG00000105220
TALONT000735996	1	ENSG00000243466
TALONT000736005	1	ENSG00000241755
TALONT000736009	1	ENSG00000239951
TALONT000736047	1	ENSG00000241351
TALONT000736093	1	ENSG00000243238
TALONT000736108	1	ENSG00000244116
TALONT000736113	1	ENSG00000244437
TALONT000736122	1	ENSG00000242076
TALONT000736419	1	ENSG00000239855
TALONT000736525	1	ENSG00000253435
TALONT000736694	1	ENSG00000205323
TALONT000736699	1	ENSG00000205323
TALONT000736781	1	ENSG00000205323
TALONT000736898	1	ENSG00000243290
TALONT000737040	1	ENSG00000267206
TALONT000737052	1	ENSG00000267206
TALONT000737111	1	ENSG00000240382
TALONT000737122	1	ENSG00000105220
TALONT000737134	1	ENSG00000105220
TALONT000737149	1	ENSG00000105220
TALONT000737209	1	ENSG00000105220
TALONT000737251	1	ENSG00000244187
TALONT000737260	1	ENSG00000105220
TALONT000737336	1	ENSG00000105220
TALONT000737350	1	ENSG00000105220
TALONT000737378	1	ENSG00000105220
TALONT000737425	1	ENSG00000105220
TALONT000737455	1	ENSG00000105220
TALONT000737511	1	ENSG00000105220
TALONT000737644	1	ENSG00000135392
TALONT000737649	1	ENSG00000135392
TALONT000737658	1	ENSG00000135392
TALONT000737694	1	ENSG00000196642
TALONT000737704	1	ENSG00000196642
TALONT000738136	1	ENSG00000184916
TALONT000738140	1	ENSG00000196642
TALONT000738214	1	ENSG00000184916
TALONT000738766	1	ENSG00000183828
TALONT000738801	1	ENSG00000183828
TALONT000738896	1	ENSG00000183828
TALONT000739075	1	ENSG00000189319
TALONT000739091	1	ENSG00000189319
TALONT000739455	1	ENSG00000203791
TALONT000740745	1	ENSG00000163867
TALONT000740752	1	ENSG00000163867
TALONT000741462	1	ENSG00000163867
TALONT000743014	1	ENSG00000114638
TALONT000743018	1	ENSG00000114638
TALONT000743553	1	ENSG00000065361
TALONT000743805	1	ENSG00000065361
TALONT000743842	1	ENSG00000170515
TALONT000743863	1	ENSG00000170515
TALONT000743913	1	ENSG00000170515
TALONT000743994	1	ENSG00000089356
TALONT000743996	1	ENSG00000089356
TALONT000744008	1	ENSG00000170515
TALONT000744020	1	ENSG00000089356
TALONT000744028	1	ENSG00000089356
TALONT000744117	1	ENSG00000089356
TALONT000744140	1	ENSG00000089356
TALONT000744142	1	ENSG00000170515
TALONT000744145	1	ENSG00000089356
TALONT000744185	1	ENSG00000089356
TALONT000744293	1	ENSG00000089356
TALONT000744562	1	ENSG00000170515
TALONT000744718	1	ENSG00000089356
TALONT000744778	1	ENSG00000170515
TALONT000745281	1	ENSG00000089356
TALONT000745294	1	ENSG00000089356
TALONT000745331	1	ENSG00000089356
TALONT000745400	1	ENSG00000089356
TALONT000745411	1	ENSG00000089356
TALONT000745445	1	ENSG00000089356
TALONT000745498	1	ENSG00000170515
TALONT000745677	1	ENSG00000266964
TALONT000745773	1	ENSG00000266964
TALONT000745803	1	ENSG00000266964
TALONT000745805	1	ENSG00000170515
TALONT000745806	1	ENSG00000266964
TALONT000745809	1	ENSG00000266964
TALONT000745870	1	ENSG00000266964
TALONT000745873	1	ENSG00000266964
TALONT000745945	1	ENSG00000221946
TALONT000745962	1	ENSG00000221946
TALONT000745984	1	ENSG00000221946
TALONT000746367	1	ENSG00000185347
TALONT000746385	1	ENSG00000185347
TALONT000746427	1	ENSG00000185347
TALONT000747976	1	ENSG00000205220
TALONT000747980	1	ENSG00000205220
TALONT000747981	1	ENSG00000205220
TALONT000747999	1	ENSG00000205220
TALONT000748037	1	ENSG00000205220
TALONT000748045	1	ENSG00000205220
TALONT000748264	1	ENSG00000107317
TALONT000748272	1	ENSG00000107317
TALONT000748311	1	ENSG00000107317
TALONT000748316	1	ENSG00000107317
TALONT000748457	1	ENSG00000107317
