experiment	library	status	lab	description	document_labels	document_urls	platform	RIN	spikeins	biosample_ontology	biosample_term	organism	subcellular_fraction
ENCSR370BHF	ENCLB128RUW	released	UCI	ENC4_403a, ENC4_404a B6Cast F1 PND 2 months_Female Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR370BHF	ENCLB128RUW	released	UCI	ENC4_403a, ENC4_404a B6Cast F1 PND 2 months_Female Gastrocnemius	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0001388/	gastrocnemius	mouse	whole cell
ENCSR187TGD	ENCLB815IHK	released	UCI	ENC4_483, ENC4_484 heart_B6Cast F1 PND14 3x Females 03 heart_ENC4_cDNA595, cDNA_596	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0000948/	heart	mouse	whole cell
ENCSR187TGD	ENCLB815IHK	released	UCI	ENC4_483, ENC4_484 heart_B6Cast F1 PND14 3x Females 03 heart_ENC4_cDNA595, cDNA_596	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0000948/	heart	mouse	whole cell
ENCSR026WRM	ENCLB072FPC	released	UCI	ENC4_415, ENC4_416 hippocampus_B6CastF1_PND14_3x male_7,8,9_ENC4_cDNA499	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR026WRM	ENCLB072FPC	released	UCI	ENC4_415, ENC4_416 hippocampus_B6CastF1_PND14_3x male_7,8,9_ENC4_cDNA499	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR146ZFC	ENCLB740GXC	released	UCI	ENC4_413, ENC4_414 hippocampus_B6CastF1_PND14_3x female_4,5,6_ENC4_cDNA497	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR146ZFC	ENCLB740GXC	released	UCI	ENC4_413, ENC4_414 hippocampus_B6CastF1_PND14_3x female_4,5,6_ENC4_cDNA497	'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.1)', 'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)'	https://www.encodeproject.org/documents/bf543ffc-23d0-4f6f-b6a8-d131859259e4/ , https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/	Pacific Biosciences Sequel II	9.0	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR295PVQ	ENCLB678NFI	released	UCI	ENC4_227 - B6Cast F1 PND25_Male 03_Adrenals	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	8.9	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR295PVQ	ENCLB678NFI	released	UCI	ENC4_227 - B6Cast F1 PND25_Male 03_Adrenals	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II	8.9	/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR309XOR	ENCLB483YFT	released	UCI	ENC4_240 - B6Cast F1 PND 18-20 months_Female 03 _Adrenals	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II		/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR309XOR	ENCLB483YFT	released	UCI	ENC4_240 - B6Cast F1 PND 18-20 months_Female 03 _Adrenals	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for MouseSamples (v.3.0)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/7ca4f144-8428-4d20-95b5-f6dd74c0781c/	Pacific Biosciences Sequel II		/references/ENCSR759PLA/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR172GXL	ENCLB379AJL	released	UCI	LRGASP Mouse ES	'Long read cDNA prep with Maxima H', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)', 'Protocol to add 5’ cap structures to exogenous synthetic RNA references (spike-ins) 1.0'	https://www.encodeproject.org/documents/53196858-d826-458a-8232-22e4b7c2d653/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/ , https://www.encodeproject.org/documents/e909542d-44c0-4bee-9aac-4d41a0b768db/	Pacific Biosciences Sequel II		/references/ENCSR759PLA/ , /references/ENCSR652YYV/	/biosample-types/cell_line_EFO_0010807/	F121-9	mouse	whole cell
ENCSR172GXL	ENCLB379AJL	released	UCI	LRGASP Mouse ES	'Long read cDNA prep with Maxima H', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)', 'Protocol to add 5’ cap structures to exogenous synthetic RNA references (spike-ins) 1.0'	https://www.encodeproject.org/documents/53196858-d826-458a-8232-22e4b7c2d653/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/ , https://www.encodeproject.org/documents/e909542d-44c0-4bee-9aac-4d41a0b768db/	Pacific Biosciences Sequel II		/references/ENCSR759PLA/ , /references/ENCSR652YYV/	/biosample-types/cell_line_EFO_0010807/	F121-9	mouse	whole cell
ENCSR172GXL	ENCLB379AJL	released	UCI	LRGASP Mouse ES	'Long read cDNA prep with Maxima H', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)', 'Protocol to add 5’ cap structures to exogenous synthetic RNA references (spike-ins) 1.0'	https://www.encodeproject.org/documents/53196858-d826-458a-8232-22e4b7c2d653/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/ , https://www.encodeproject.org/documents/e909542d-44c0-4bee-9aac-4d41a0b768db/	Pacific Biosciences Sequel II		/references/ENCSR759PLA/ , /references/ENCSR652YYV/	/biosample-types/cell_line_EFO_0010807/	F121-9	mouse	whole cell
ENCSR907NKV	ENCLB959RPY	released	UCI	C2C12 myotube	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for Human Samples (v3.1)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/0a54a6da-ddb4-44bd-af95-2cd02754aa93/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/in_vitro_differentiated_cells_CL_0002372/	myotube	mouse	whole cell
ENCSR907NKV	ENCLB959RPY	released	UCI	C2C12 myotube	'PacBio libraries v3 (October, 2020) Protocol to build non-size selected cDNA libraries for Pacific Biosciences long-read sequencing Version 3.0 (October, 2020)', 'ENCODE Long Read RNA-Seq Analysis Protocol for Human Samples (v3.1)'	https://www.encodeproject.org/documents/3baa46d2-cb88-4608-8877-70596d200489/ , https://www.encodeproject.org/documents/0a54a6da-ddb4-44bd-af95-2cd02754aa93/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/in_vitro_differentiated_cells_CL_0002372/	myotube	mouse	whole cell
ENCSR340GWV	ENCLB872YLK	released	UCI	Cortex1 from 6 mo C57BL/6 male	'ENCODE Long Read RNA-Seq Analysis Protocolfor Mouse Samples (v.1.1)'	https://www.encodeproject.org/documents/5a9cb0de-a425-449d-bc65-6316f79e71ce/	Pacific Biosciences Sequel	9.3		/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR340GWV	ENCLB872YLK	released	UCI	Cortex1 from 6 mo C57BL/6 male	'ENCODE Long Read RNA-Seq Analysis Protocolfor Mouse Samples (v.1.1)'	https://www.encodeproject.org/documents/5a9cb0de-a425-449d-bc65-6316f79e71ce/	Pacific Biosciences Sequel	9.3		/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR926OGQ	ENCLB186LWF	released	UCI	Hippocampus from 6 mo C57BL/6 male	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II	10.0	/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR926OGQ	ENCLB186LWF	released	UCI	Hippocampus from 6 mo C57BL/6 male	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II	10.0	/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR221XGR	ENCLB214KKF	released	UCI	C2C12 Myoblast	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/cell_line_EFO_0001098/	C2C12	mouse	whole cell
ENCSR221XGR	ENCLB214KKF	released	UCI	C2C12 Myoblast	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/cell_line_EFO_0001098/	C2C12	mouse	whole cell
ENCSR942UFC	ENCLB960VMW	released	UCI	adrenal gland BL6 male	'ENCODE Long Read RNA-Seq Analysis Protocolfor Mouse Samples (v.1.1)'	https://www.encodeproject.org/documents/5a9cb0de-a425-449d-bc65-6316f79e71ce/	Pacific Biosciences Sequel	9.5		/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR942UFC	ENCLB960VMW	released	UCI	adrenal gland BL6 male	'ENCODE Long Read RNA-Seq Analysis Protocolfor Mouse Samples (v.1.1)'	https://www.encodeproject.org/documents/5a9cb0de-a425-449d-bc65-6316f79e71ce/	Pacific Biosciences Sequel	9.5		/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR280VKU	ENCLB937RMU	released	UCI	5xFAD cortex het Female	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR280VKU	ENCLB937RMU	released	UCI	5xFAD cortex het Female	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR214HSG	ENCLB067AJF	released	UCI	Hippocampus1 from 6 mo C57BL/6 male	'ENCODE Long Read RNA-Seq Analysis Protocolfor Mouse Samples (v.1.1)'	https://www.encodeproject.org/documents/5a9cb0de-a425-449d-bc65-6316f79e71ce/	Pacific Biosciences Sequel	9.7		/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR214HSG	ENCLB067AJF	released	UCI	Hippocampus1 from 6 mo C57BL/6 male	'ENCODE Long Read RNA-Seq Analysis Protocolfor Mouse Samples (v.1.1)'	https://www.encodeproject.org/documents/5a9cb0de-a425-449d-bc65-6316f79e71ce/	Pacific Biosciences Sequel	9.7		/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR804QMV	ENCLB393ATC	released	UCI	Mus musculus strain B6NCrl embryo (11 days) forelimb tissue	'ENCODE Long Read RNA-Seq Analysis Protocolfor Mouse Samples (v.1.1)'	https://www.encodeproject.org/documents/5a9cb0de-a425-449d-bc65-6316f79e71ce/	Pacific Biosciences Sequel			/biosample-types/tissue_UBERON_0002102/	forelimb	mouse	whole cell
ENCSR060OTU	ENCLB713YAL	released	UCI	5xFAD hippo het Female	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR060OTU	ENCLB713YAL	released	UCI	5xFAD hippo het Female	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR131CES	ENCLB728AIA	released	UCI	Control cortex Female	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR131CES	ENCLB728AIA	released	UCI	Control cortex Female	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR082JMB	ENCLB069KZQ	released	UCI	Mus musculus strain B6NCrl embryo (13 days) forelimb tissue	'ENCODE Long Read RNA-Seq Analysis Protocolfor Mouse Samples (v.1.1)'	https://www.encodeproject.org/documents/5a9cb0de-a425-449d-bc65-6316f79e71ce/	Pacific Biosciences Sequel			/biosample-types/tissue_UBERON_0002102/	forelimb	mouse	whole cell
ENCSR418ZYU	ENCLB924PNJ	released	UCI	Myoblast cell line derived from thigh muscle of C3H mice after crush injury	'non-size selected cDNA libraries for use in PacBio sequencing v1'	https://www.encodeproject.org/documents/54012fc3-644e-49af-97e4-888226753fd9/	Pacific Biosciences Sequel			/biosample-types/cell_line_EFO_0001098/	C2C12	mouse	whole cell
ENCSR418ZYU	ENCLB924PNJ	released	UCI	Myoblast cell line derived from thigh muscle of C3H mice after crush injury	'non-size selected cDNA libraries for use in PacBio sequencing v1'	https://www.encodeproject.org/documents/54012fc3-644e-49af-97e4-888226753fd9/	Pacific Biosciences Sequel			/biosample-types/cell_line_EFO_0001098/	C2C12	mouse	whole cell
ENCSR644GDT	ENCLB440QNX	released	UCI	Cortex from 6 mo C57BL/6 male	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II	9.0	/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR644GDT	ENCLB440QNX	released	UCI	Cortex from 6 mo C57BL/6 male	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II	9.0	/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR411ZHA	ENCLB498TZI	released	UCI	Control hippo Female	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR411ZHA	ENCLB498TZI	released	UCI	Control hippo Female	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR404AEI	ENCLB202DYG	released	UCI	5xFAD hippo 8 mo Male	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR404AEI	ENCLB202DYG	released	UCI	5xFAD hippo 8 mo Male	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_UBERON_0002305/	layer of hippocampus	mouse	whole cell
ENCSR674BKT	ENCLB818SSI	released	UCI	5xFAD ctx 8 mo Male	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR674BKT	ENCLB818SSI	released	UCI	5xFAD ctx 8 mo Male	'PacBio LongRead 2.0', 'ENCODE Long Read RNA-Seq Analysis Protocol for HumanSamples (v3.0)'	https://www.encodeproject.org/documents/77db752f-abf7-4c93-a460-510464134f52/ , https://www.encodeproject.org/documents/81af563b-5134-4f78-9bc4-41cb42cc6a48/	Pacific Biosciences Sequel II		/references/ENCSR089MWE/ , /references/ENCSR156CIL/	/biosample-types/tissue_NTR_0000646/	left cerebral cortex	mouse	whole cell
ENCSR735IBE	ENCLB073ELK	released	UCI	adrenal gland BL6 female	'ENCODE Long Read RNA-Seq Analysis Protocolfor Mouse Samples (v.1.1)'	https://www.encodeproject.org/documents/5a9cb0de-a425-449d-bc65-6316f79e71ce/	Pacific Biosciences Sequel	9.5		/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
ENCSR735IBE	ENCLB073ELK	released	UCI	adrenal gland BL6 female	'ENCODE Long Read RNA-Seq Analysis Protocolfor Mouse Samples (v.1.1)'	https://www.encodeproject.org/documents/5a9cb0de-a425-449d-bc65-6316f79e71ce/	Pacific Biosciences Sequel	9.5		/biosample-types/tissue_UBERON_0002369/	adrenal gland	mouse	whole cell
