experiment	description	simple_biosample_summary	file	output_type	file_size	bio_rep	tech_rep	name	species
ENCSR278ZPI	HL-60 derived M2A macrophages (12hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 12 hours, 10 ng/mL interleukin-4 for 12 hours	ENCFF407SUN	reads	504060510	1	1_1	ENCSR278ZPI_1_1	human
ENCSR278ZPI	HL-60 derived M2A macrophages (12hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 12 hours, 10 ng/mL interleukin-4 for 12 hours	ENCFF199OTG	reads	530910437	2	2_1	ENCSR278ZPI_2_1	human
ENCSR278ZPI	HL-60 derived M2A macrophages (12hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 12 hours, 10 ng/mL interleukin-4 for 12 hours	ENCFF569ATS	unfiltered alignments	669719972	2	2_1	ENCSR278ZPI_2_1	human
ENCSR278ZPI	HL-60 derived M2A macrophages (12hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 12 hours, 10 ng/mL interleukin-4 for 12 hours	ENCFF215GZH	alignments	184329915	1	1_1	ENCSR278ZPI_1_1	human
ENCSR278ZPI	HL-60 derived M2A macrophages (12hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 12 hours, 10 ng/mL interleukin-4 for 12 hours	ENCFF890YUF	unfiltered alignments	644092774	1	1_1	ENCSR278ZPI_1_1	human
ENCSR278ZPI	HL-60 derived M2A macrophages (12hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 12 hours, 10 ng/mL interleukin-4 for 12 hours	ENCFF945VII	alignments	190955817	2	2_1	ENCSR278ZPI_2_1	human
ENCSR813UIT	"""ENC4_515, ENC4_516 MCF10A rep1 human female pre-neoplastic mammary epithelial cells"""		ENCFF041EGI	reads	1136812421	1	1_1	ENCSR813UIT_1_1	human
ENCSR813UIT	"""ENC4_515, ENC4_516 MCF10A rep1 human female pre-neoplastic mammary epithelial cells"""		ENCFF702KLU	reads	1273406482	2	2_1	ENCSR813UIT_2_1	human
ENCSR813UIT	"""ENC4_515, ENC4_516 MCF10A rep1 human female pre-neoplastic mammary epithelial cells"""		ENCFF990ZNY	alignments	391662054	1	1_1	ENCSR813UIT_1_1	human
ENCSR813UIT	"""ENC4_515, ENC4_516 MCF10A rep1 human female pre-neoplastic mammary epithelial cells"""		ENCFF702KGD	alignments	447291279	2	2_1	ENCSR813UIT_2_1	human
ENCSR813UIT	"""ENC4_515, ENC4_516 MCF10A rep1 human female pre-neoplastic mammary epithelial cells"""		ENCFF966CRV	unfiltered alignments	1399293985	1	1_1	ENCSR813UIT_1_1	human
ENCSR813UIT	"""ENC4_515, ENC4_516 MCF10A rep1 human female pre-neoplastic mammary epithelial cells"""		ENCFF740SLF	unfiltered alignments	1578882516	2	2_1	ENCSR813UIT_2_1	human
ENCSR700SUP	"""ENC4_503, ENC4_504 OCI-LY7 rep1 human non-Hodgkin lymphoma"""		ENCFF511KJB	reads	941095762	1	1_1	ENCSR700SUP_1_1	human
ENCSR700SUP	"""ENC4_503, ENC4_504 OCI-LY7 rep1 human non-Hodgkin lymphoma"""		ENCFF417UQV	reads	1216574440	2	2_1	ENCSR700SUP_2_1	human
ENCSR700SUP	"""ENC4_503, ENC4_504 OCI-LY7 rep1 human non-Hodgkin lymphoma"""		ENCFF007EDQ	alignments	445824321	2	2_1	ENCSR700SUP_2_1	human
ENCSR700SUP	"""ENC4_503, ENC4_504 OCI-LY7 rep1 human non-Hodgkin lymphoma"""		ENCFF125FVV	unfiltered alignments	1149385129	1	1_1	ENCSR700SUP_1_1	human
ENCSR700SUP	"""ENC4_503, ENC4_504 OCI-LY7 rep1 human non-Hodgkin lymphoma"""		ENCFF259PEY	alignments	341930340	1	1_1	ENCSR700SUP_1_1	human
ENCSR700SUP	"""ENC4_503, ENC4_504 OCI-LY7 rep1 human non-Hodgkin lymphoma"""		ENCFF975PWU	unfiltered alignments	1461355243	2	2_1	ENCSR700SUP_2_1	human
ENCSR916JDV	"""ENC4_501, ENC4_502 PC-9 rep1 human lung adenocarcinoma"""		ENCFF107YRM	reads	914826812	1	1_1	ENCSR916JDV_1_1	human
ENCSR916JDV	"""ENC4_501, ENC4_502 PC-9 rep1 human lung adenocarcinoma"""		ENCFF860AWQ	reads	1092318275	2	2_1	ENCSR916JDV_2_1	human
ENCSR916JDV	"""ENC4_501, ENC4_502 PC-9 rep1 human lung adenocarcinoma"""		ENCFF529CMY	unfiltered alignments	1338316176	2	2_1	ENCSR916JDV_2_1	human
ENCSR916JDV	"""ENC4_501, ENC4_502 PC-9 rep1 human lung adenocarcinoma"""		ENCFF100YYU	alignments	327003239	1	1_1	ENCSR916JDV_1_1	human
ENCSR916JDV	"""ENC4_501, ENC4_502 PC-9 rep1 human lung adenocarcinoma"""		ENCFF366IUC	unfiltered alignments	1152497502	1	1_1	ENCSR916JDV_1_1	human
ENCSR916JDV	"""ENC4_501, ENC4_502 PC-9 rep1 human lung adenocarcinoma"""		ENCFF100EPL	alignments	388682201	2	2_1	ENCSR916JDV_2_1	human
ENCSR546DFO	HL-60 derived M0 macrophages	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours	ENCFF810XST	reads	1241731995	1	1_1	ENCSR546DFO_1_1	human
ENCSR546DFO	HL-60 derived M0 macrophages	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours	ENCFF805YXK	reads	1245526339	2	2_1	ENCSR546DFO_2_1	human
ENCSR546DFO	HL-60 derived M0 macrophages	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours	ENCFF624BUU	alignments	460376951	2	2_1	ENCSR546DFO_2_1	human
ENCSR546DFO	HL-60 derived M0 macrophages	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours	ENCFF359OMJ	unfiltered alignments	1511263302	1	1_1	ENCSR546DFO_1_1	human
ENCSR546DFO	HL-60 derived M0 macrophages	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours	ENCFF172UBZ	alignments	488834844	1	1_1	ENCSR546DFO_1_1	human
ENCSR546DFO	HL-60 derived M0 macrophages	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours	ENCFF834VFJ	unfiltered alignments	1519147360	2	2_1	ENCSR546DFO_2_1	human
ENCSR121FDE	HL-60 derived M1 macrophages (12hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL lipopolysaccharide for 12 hours, 100 ng/mL interferon gamma for 12 hours	ENCFF457TIY	reads	605951658	1	1_1	ENCSR121FDE_1_1	human
ENCSR121FDE	HL-60 derived M1 macrophages (12hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL lipopolysaccharide for 12 hours, 100 ng/mL interferon gamma for 12 hours	ENCFF032UMC	reads	571248374	2	2_1	ENCSR121FDE_2_1	human
ENCSR121FDE	HL-60 derived M1 macrophages (12hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL lipopolysaccharide for 12 hours, 100 ng/mL interferon gamma for 12 hours	ENCFF191AOF	unfiltered alignments	773750320	1	1_1	ENCSR121FDE_1_1	human
ENCSR121FDE	HL-60 derived M1 macrophages (12hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL lipopolysaccharide for 12 hours, 100 ng/mL interferon gamma for 12 hours	ENCFF294TRC	alignments	204726327	2	2_1	ENCSR121FDE_2_1	human
ENCSR121FDE	HL-60 derived M1 macrophages (12hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL lipopolysaccharide for 12 hours, 100 ng/mL interferon gamma for 12 hours	ENCFF535QSI	alignments	211779065	1	1_1	ENCSR121FDE_1_1	human
ENCSR121FDE	HL-60 derived M1 macrophages (12hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 100 ng/mL lipopolysaccharide for 12 hours, 100 ng/mL interferon gamma for 12 hours	ENCFF067DBD	unfiltered alignments	748443376	2	2_1	ENCSR121FDE_2_1	human
ENCSR159ICU	HL-60 derived M2A macrophages (72hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 72 hours, 10 ng/mL interleukin-4 for 72 hours	ENCFF666JCQ	reads	1247903827	1	1_1	ENCSR159ICU_1_1	human
ENCSR159ICU	HL-60 derived M2A macrophages (72hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 72 hours, 10 ng/mL interleukin-4 for 72 hours	ENCFF564TOK	reads	1034470632	2	2_1	ENCSR159ICU_2_1	human
ENCSR159ICU	HL-60 derived M2A macrophages (72hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 72 hours, 10 ng/mL interleukin-4 for 72 hours	ENCFF177JIB	unfiltered alignments	1289440474	2	2_1	ENCSR159ICU_2_1	human
ENCSR159ICU	HL-60 derived M2A macrophages (72hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 72 hours, 10 ng/mL interleukin-4 for 72 hours	ENCFF950CCD	alignments	349667831	2	2_1	ENCSR159ICU_2_1	human
ENCSR159ICU	HL-60 derived M2A macrophages (72hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 72 hours, 10 ng/mL interleukin-4 for 72 hours	ENCFF931BCL	unfiltered alignments	1547299965	1	1_1	ENCSR159ICU_1_1	human
ENCSR159ICU	HL-60 derived M2A macrophages (72hr)	treated with 10 μM phorbol 13-acetate 12-myristate for 120 hours, 10 ng/mL interleukin-13 for 72 hours, 10 ng/mL interleukin-4 for 72 hours	ENCFF103QSB	alignments	420390347	1	1_1	ENCSR159ICU_1_1	human
ENCSR697ASE	RUSH brain E7948794	female adult (90 or above years) with Alzheimer's disease	ENCFF156TTD	reads	1558572351	1	1_1	ENCSR697ASE_1_1	human
ENCSR697ASE	RUSH brain E7948794	female adult (90 or above years) with Alzheimer's disease	ENCFF963DJZ	unfiltered alignments	1884463589	1	1_1	ENCSR697ASE_1_1	human
ENCSR697ASE	RUSH brain E7948794	female adult (90 or above years) with Alzheimer's disease	ENCFF406GQU	alignments	567269011	1	1_1	ENCSR697ASE_1_1	human
ENCSR205QMF	RUSH brain E5115600	female adult (88 years)	ENCFF206TQZ	reads	452782844	1	1_1	ENCSR205QMF_1_1	human
ENCSR205QMF	RUSH brain E5115600	female adult (88 years)	ENCFF706EMQ	unfiltered alignments	568291150	1	1_1	ENCSR205QMF_1_1	human
ENCSR205QMF	RUSH brain E5115600	female adult (88 years)	ENCFF279ABL	alignments	198002918	1	1_1	ENCSR205QMF_1_1	human
ENCSR169YNI	RUSH brain E7461192	female adult (90 or above years)	ENCFF827DUW	reads	866488131	1	1_1	ENCSR169YNI_1_1	human
ENCSR169YNI	RUSH brain E7461192	female adult (90 or above years)	ENCFF753EDC	unfiltered alignments	1073237176	1	1_1	ENCSR169YNI_1_1	human
ENCSR169YNI	RUSH brain E7461192	female adult (90 or above years)	ENCFF114VSO	alignments	317592661	1	1_1	ENCSR169YNI_1_1	human
ENCSR094NFM	RUSH brain E4368365	female adult (90 or above years)	ENCFF260AWP	reads	193641719	1	1_1	ENCSR094NFM_1_1	human
ENCSR094NFM	RUSH brain E4368365	female adult (90 or above years)	ENCFF568SDQ	unfiltered alignments	248952198	1	1_1	ENCSR094NFM_1_1	human
ENCSR094NFM	RUSH brain E4368365	female adult (90 or above years)	ENCFF773RAW	alignments	95020417	1	1_1	ENCSR094NFM_1_1	human
ENCSR463IDK	RUSH brain E5194210	female adult (79 years)	ENCFF838DFB	reads	1145642918	1	1_1	ENCSR463IDK_1_1	human
ENCSR463IDK	RUSH brain E5194210	female adult (79 years)	ENCFF512RTX	unfiltered alignments	1405989295	1	1_1	ENCSR463IDK_1_1	human
ENCSR463IDK	RUSH brain E5194210	female adult (79 years)	ENCFF222UTL	alignments	428019583	1	1_1	ENCSR463IDK_1_1	human
ENCSR316ZTD	RUSH brain E6207143	female adult (90 or above years) with Alzheimer's disease	ENCFF446EFU	reads	1463989433	1	1_1	ENCSR316ZTD_1_1	human
ENCSR316ZTD	RUSH brain E6207143	female adult (90 or above years) with Alzheimer's disease	ENCFF983ETQ	unfiltered alignments	1765948557	1	1_1	ENCSR316ZTD_1_1	human
ENCSR316ZTD	RUSH brain E6207143	female adult (90 or above years) with Alzheimer's disease	ENCFF564ONS	alignments	535700690	1	1_1	ENCSR316ZTD_1_1	human
ENCSR462COR	RUSH brain E3348003	female adult (90 or above years) with Alzheimer's disease	ENCFF708BOP	reads	1357774258	1	1_1	ENCSR462COR_1_1	human
ENCSR462COR	RUSH brain E3348003	female adult (90 or above years) with Alzheimer's disease	ENCFF565SOM	unfiltered alignments	1674565340	1	1_1	ENCSR462COR_1_1	human
ENCSR462COR	RUSH brain E3348003	female adult (90 or above years) with Alzheimer's disease	ENCFF678TEN	alignments	424584068	1	1_1	ENCSR462COR_1_1	human
ENCSR257YUB	RUSH brain E4368365	male adult (90 or above years) with Alzheimer's disease	ENCFF311CZO	reads	1533309113	1	1_1	ENCSR257YUB_1_1	human
ENCSR257YUB	RUSH brain E4368365	male adult (90 or above years) with Alzheimer's disease	ENCFF646VGI	unfiltered alignments	1858836988	1	1_1	ENCSR257YUB_1_1	human
ENCSR257YUB	RUSH brain E4368365	male adult (90 or above years) with Alzheimer's disease	ENCFF877QJZ	alignments	548469608	1	1_1	ENCSR257YUB_1_1	human
ENCSR690QHM	RUSH brain E6341028	female adult (90 or above years) with Alzheimer's disease	ENCFF785KVJ	reads	1160071924	1	1_1	ENCSR690QHM_1_1	human
ENCSR690QHM	RUSH brain E6341028	female adult (90 or above years) with Alzheimer's disease	ENCFF378STM	alignments	424589981	1	1_1	ENCSR690QHM_1_1	human
ENCSR690QHM	RUSH brain E6341028	female adult (90 or above years) with Alzheimer's disease	ENCFF070TEQ	unfiltered alignments	1426865867	1	1_1	ENCSR690QHM_1_1	human
ENCSR734WEK	ENC4_385a, ENC4_386a B6Cast F1 PND10_Male Gastrocnemius	male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF047OYU	reads	800611220	1	1_1	ENCSR734WEK_1_1	human
ENCSR734WEK	ENC4_385a, ENC4_386a B6Cast F1 PND10_Male Gastrocnemius	male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF389RMT	reads	565195449	2	2_1	ENCSR734WEK_2_1	human
ENCSR734WEK	ENC4_385a, ENC4_386a B6Cast F1 PND10_Male Gastrocnemius	male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF495MGN	alignments	273263203	1	1_1	ENCSR734WEK_1_1	human
ENCSR734WEK	ENC4_385a, ENC4_386a B6Cast F1 PND10_Male Gastrocnemius	male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF233QCR	unfiltered alignments	1011833760	1	1_1	ENCSR734WEK_1_1	human
ENCSR734WEK	ENC4_385a, ENC4_386a B6Cast F1 PND10_Male Gastrocnemius	male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF567ALB	unfiltered alignments	724798808	2	2_1	ENCSR734WEK_2_1	human
ENCSR734WEK	ENC4_385a, ENC4_386a B6Cast F1 PND10_Male Gastrocnemius	male postnatal (10 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF690TKD	alignments	190032830	2	2_1	ENCSR734WEK_2_1	human
ENCSR907NKV	C2C12 myotube	C3H	ENCFF669LWV	reads	1401323044	2	2_1	ENCSR907NKV_2_1	human
ENCSR907NKV	C2C12 myotube	C3H	ENCFF003OWX	reads	1288549554	1	1_1	ENCSR907NKV_1_1	human
ENCSR907NKV	C2C12 myotube	C3H	ENCFF699KOR	unfiltered alignments	1755757330	2	2_1	ENCSR907NKV_2_1	human
ENCSR907NKV	C2C12 myotube	C3H	ENCFF202MCY	alignments	448722930	1	1_1	ENCSR907NKV_1_1	human
ENCSR907NKV	C2C12 myotube	C3H	ENCFF396UFT	alignments	477932039	2	2_1	ENCSR907NKV_2_1	human
ENCSR907NKV	C2C12 myotube	C3H	ENCFF731HHB	unfiltered alignments	1637389929	1	1_1	ENCSR907NKV_1_1	human
ENCSR649MEZ	ENC4_235 B6Cast F1 PND 2 months_Male 03_Adrenals	male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF122PGZ	reads	491362551	1	1_1	ENCSR649MEZ_1_1	human
ENCSR649MEZ	ENC4_235 B6Cast F1 PND 2 months_Male 03_Adrenals	male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF916NVH	reads	452131765	2	2_1	ENCSR649MEZ_2_1	human
ENCSR649MEZ	ENC4_235 B6Cast F1 PND 2 months_Male 03_Adrenals	male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF943KQU	alignments	158219420	2	2_1	ENCSR649MEZ_2_1	human
ENCSR649MEZ	ENC4_235 B6Cast F1 PND 2 months_Male 03_Adrenals	male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF529OQN	unfiltered alignments	605078098	1	1_1	ENCSR649MEZ_1_1	human
ENCSR649MEZ	ENC4_235 B6Cast F1 PND 2 months_Male 03_Adrenals	male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF367SIB	unfiltered alignments	553076418	2	2_1	ENCSR649MEZ_2_1	human
ENCSR649MEZ	ENC4_235 B6Cast F1 PND 2 months_Male 03_Adrenals	male adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF069HPA	alignments	165659264	1	1_1	ENCSR649MEZ_1_1	human
ENCSR271ULH	ENC4_217 - B6Cast F1 PND4_Female 03_Adrenals	female postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF977AQV	reads	768031739	1	1_1	ENCSR271ULH_1_1	human
ENCSR271ULH	ENC4_217 - B6Cast F1 PND4_Female 03_Adrenals	female postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF626SLN	reads	734432262	2	2_1	ENCSR271ULH_2_1	human
ENCSR271ULH	ENC4_217 - B6Cast F1 PND4_Female 03_Adrenals	female postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF983CFK	alignments	247605236	2	2_1	ENCSR271ULH_2_1	human
ENCSR271ULH	ENC4_217 - B6Cast F1 PND4_Female 03_Adrenals	female postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF402MIP	alignments	271439082	1	1_1	ENCSR271ULH_1_1	human
ENCSR271ULH	ENC4_217 - B6Cast F1 PND4_Female 03_Adrenals	female postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF106PGY	unfiltered alignments	903641440	2	2_1	ENCSR271ULH_2_1	human
ENCSR271ULH	ENC4_217 - B6Cast F1 PND4_Female 03_Adrenals	female postnatal (4 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF633GXD	unfiltered alignments	956551908	1	1_1	ENCSR271ULH_1_1	human
ENCSR172GXL	LRGASP Mouse ES	Castaneus X S129/SvJae	ENCFF874VSI	reads	2651990414	1	1_1	ENCSR172GXL_1_1	human
ENCSR172GXL	LRGASP Mouse ES	Castaneus X S129/SvJae	ENCFF667VXS	reads	1829919526	2	2_1	ENCSR172GXL_2_1	human
ENCSR172GXL	LRGASP Mouse ES	Castaneus X S129/SvJae	ENCFF313VYZ	reads	1595972000	3	3_1	ENCSR172GXL_3_1	human
ENCSR172GXL	LRGASP Mouse ES	Castaneus X S129/SvJae	ENCFF945QSC	alignments	622364751	2	2_1	ENCSR172GXL_2_1	human
ENCSR172GXL	LRGASP Mouse ES	Castaneus X S129/SvJae	ENCFF240QMR	alignments	894407449	1	1_1	ENCSR172GXL_1_1	human
ENCSR172GXL	LRGASP Mouse ES	Castaneus X S129/SvJae	ENCFF697PDG	alignments	555906595	3	3_1	ENCSR172GXL_3_1	human
ENCSR172GXL	LRGASP Mouse ES	Castaneus X S129/SvJae	ENCFF292NKU	unfiltered alignments	1937149490	3	3_1	ENCSR172GXL_3_1	human
ENCSR172GXL	LRGASP Mouse ES	Castaneus X S129/SvJae	ENCFF008DSH	unfiltered alignments	3248521669	1	1_1	ENCSR172GXL_1_1	human
ENCSR172GXL	LRGASP Mouse ES	Castaneus X S129/SvJae	ENCFF108NUC	unfiltered alignments	2228983366	2	2_1	ENCSR172GXL_2_1	human
ENCSR242UEB	ENC4_231 B6Cast F1 PND36_ Male 03_Adrenals	male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF988MZV	reads	244545858	1	1_1	ENCSR242UEB_1_1	human
ENCSR242UEB	ENC4_231 B6Cast F1 PND36_ Male 03_Adrenals	male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF549DGV	reads	230186324	2	2_1	ENCSR242UEB_2_1	human
ENCSR242UEB	ENC4_231 B6Cast F1 PND36_ Male 03_Adrenals	male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF501YNI	unfiltered alignments	288893662	2	2_1	ENCSR242UEB_2_1	human
ENCSR242UEB	ENC4_231 B6Cast F1 PND36_ Male 03_Adrenals	male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF297ZHK	alignments	86287245	2	2_1	ENCSR242UEB_2_1	human
ENCSR242UEB	ENC4_231 B6Cast F1 PND36_ Male 03_Adrenals	male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF852UAU	unfiltered alignments	304839078	1	1_1	ENCSR242UEB_1_1	human
ENCSR242UEB	ENC4_231 B6Cast F1 PND36_ Male 03_Adrenals	male postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF012CDD	alignments	89895518	1	1_1	ENCSR242UEB_1_1	human
ENCSR530ZLE	ENC4_225 - B6Cast F1 PND14_3x Females 03_Adrenals	female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF435KPO	reads	564401145	2	2_1	ENCSR530ZLE_2_1	human
ENCSR530ZLE	ENC4_225 - B6Cast F1 PND14_3x Females 03_Adrenals	female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF671OCJ	reads	629940537	1	1_1	ENCSR530ZLE_1_1	human
ENCSR530ZLE	ENC4_225 - B6Cast F1 PND14_3x Females 03_Adrenals	female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF402PHJ	alignments	189172394	2	2_1	ENCSR530ZLE_2_1	human
ENCSR530ZLE	ENC4_225 - B6Cast F1 PND14_3x Females 03_Adrenals	female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF026LZW	unfiltered alignments	780101291	1	1_1	ENCSR530ZLE_1_1	human
ENCSR530ZLE	ENC4_225 - B6Cast F1 PND14_3x Females 03_Adrenals	female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF704NBV	unfiltered alignments	699212681	2	2_1	ENCSR530ZLE_2_1	human
ENCSR530ZLE	ENC4_225 - B6Cast F1 PND14_3x Females 03_Adrenals	female postnatal (14 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF094ZZY	alignments	211235128	1	1_1	ENCSR530ZLE_1_1	human
ENCSR909NPF	ENC4_437, ENC4_438 hippocampus_B6Cast F1_2 months_female_6_ENC4_cDNA510	female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF223JJA	reads	625983252	1	1_1	ENCSR909NPF_1_1	human
ENCSR909NPF	ENC4_437, ENC4_438 hippocampus_B6Cast F1_2 months_female_6_ENC4_cDNA510	female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF326JTG	reads	580937927	2	2_1	ENCSR909NPF_2_1	human
ENCSR909NPF	ENC4_437, ENC4_438 hippocampus_B6Cast F1_2 months_female_6_ENC4_cDNA510	female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF254PCW	alignments	238491514	1	1_1	ENCSR909NPF_1_1	human
ENCSR909NPF	ENC4_437, ENC4_438 hippocampus_B6Cast F1_2 months_female_6_ENC4_cDNA510	female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF337TQR	unfiltered alignments	755044627	1	1_1	ENCSR909NPF_1_1	human
ENCSR909NPF	ENC4_437, ENC4_438 hippocampus_B6Cast F1_2 months_female_6_ENC4_cDNA510	female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF987ICP	unfiltered alignments	699790287	2	2_1	ENCSR909NPF_2_1	human
ENCSR909NPF	ENC4_437, ENC4_438 hippocampus_B6Cast F1_2 months_female_6_ENC4_cDNA510	female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF212YBY	alignments	226203270	2	2_1	ENCSR909NPF_2_1	human
ENCSR084MKR	ENC4_233 - B6Cast F1 PND36_Female 03_Adrenals	female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF100OAR	reads	617229700	1	1_1	ENCSR084MKR_1_1	human
ENCSR084MKR	ENC4_233 - B6Cast F1 PND36_Female 03_Adrenals	female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF604SVZ	reads	199802110	2	2_1	ENCSR084MKR_2_1	human
ENCSR084MKR	ENC4_233 - B6Cast F1 PND36_Female 03_Adrenals	female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF898YPG	alignments	76899406	2	2_1	ENCSR084MKR_2_1	human
ENCSR084MKR	ENC4_233 - B6Cast F1 PND36_Female 03_Adrenals	female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF083AGY	alignments	203883926	1	1_1	ENCSR084MKR_1_1	human
ENCSR084MKR	ENC4_233 - B6Cast F1 PND36_Female 03_Adrenals	female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF399RPQ	unfiltered alignments	251886195	2	2_1	ENCSR084MKR_2_1	human
ENCSR084MKR	ENC4_233 - B6Cast F1 PND36_Female 03_Adrenals	female postnatal (36 days) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF222VGG	unfiltered alignments	780485902	1	1_1	ENCSR084MKR_1_1	human
ENCSR852HRM	ENC4_237 - B6Cast F1 PND 2 months_Female 03 _Adrenals	female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF429RCV	reads	773435264	1	1_1	ENCSR852HRM_1_1	human
ENCSR852HRM	ENC4_237 - B6Cast F1 PND 2 months_Female 03 _Adrenals	female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF387GTW	reads	349209379	2	2_1	ENCSR852HRM_2_1	human
ENCSR852HRM	ENC4_237 - B6Cast F1 PND 2 months_Female 03 _Adrenals	female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF242QIP	unfiltered alignments	428442170	2	2_1	ENCSR852HRM_2_1	human
ENCSR852HRM	ENC4_237 - B6Cast F1 PND 2 months_Female 03 _Adrenals	female adult (2 months) strain B6CASTF1/J C57BL/6JxCAST/EiJ	ENCFF660EKE	unfiltered alignments	958190702	1	1_1	ENCSR852HRM_1_1	human
